,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Capt.,Title_Col.,Title_Don.,Title_Dr.,Title_Major.,Title_Master.,Title_Misc.,Title_Miss.,Title_Mr.,Title_Mrs.,Title_Ms.,Title_Rev.
0,3,22.0,1,0,7.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,38.0,1,0,71.2833,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,26.0,0,0,7.925,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,1,35.0,1,0,53.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,3,35.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,3,28.724890829694324,0,0,8.4583,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6,1,54.0,0,0,51.8625,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,3,2.0,3,1,21.075,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8,3,27.0,0,2,11.1333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9,2,14.0,1,0,30.0708,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,3,4.0,1,1,16.7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11,1,58.0,0,0,26.55,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12,3,20.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13,3,39.0,1,5,31.275,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14,3,14.0,0,0,7.8542,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
15,2,55.0,0,0,16.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16,3,2.0,4,1,29.125,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17,2,32.76829268292683,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18,3,31.0,1,0,18.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19,3,33.515151515151516,0,0,7.225,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,2,35.0,0,0,26.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
21,2,34.0,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22,3,15.0,0,0,8.0292,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,1,28.0,0,0,35.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,3,8.0,3,1,21.075,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
25,3,38.0,1,5,31.3875,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26,3,28.724890829694324,0,0,7.225,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,1,19.0,3,2,263.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,3,16.1231884057971,0,0,7.8792,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29,3,28.724890829694324,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,1,40.0,0,0,27.7208,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,1,40.88235294117647,1,0,146.5208,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,3,16.1231884057971,0,0,7.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
33,2,66.0,0,0,10.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,1,28.0,1,0,82.1708,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,1,42.0,1,0,52.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,3,28.724890829694324,0,0,7.2292,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,3,21.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,3,18.0,2,0,18.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
39,3,14.0,1,0,11.2417,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,3,40.0,1,0,9.475,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
41,2,27.0,1,0,21.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
42,3,28.724890829694324,0,0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,2,3.0,1,2,41.5792,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,3,19.0,0,0,7.8792,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45,3,28.724890829694324,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46,3,28.724890829694324,1,0,15.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,3,16.1231884057971,0,0,7.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
48,3,28.724890829694324,2,0,21.6792,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,3,18.0,1,0,17.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50,3,7.0,4,1,39.6875,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
51,3,21.0,0,0,7.8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,1,49.0,1,0,76.7292,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,2,29.0,1,0,26.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
54,1,65.0,0,1,61.9792,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,1,41.58045977011494,0,0,35.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,2,21.0,0,0,10.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
57,3,28.5,0,0,7.2292,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,2,5.0,1,2,27.75,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
59,3,11.0,5,2,46.9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
60,3,22.0,0,0,7.2292,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,1,45.0,1,0,83.475,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
63,3,4.0,3,2,27.9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
64,1,41.58045977011494,0,0,27.7208,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,3,5.350833333333334,1,1,15.2458,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,2,29.0,0,0,10.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
67,3,19.0,0,0,8.1583,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
68,3,17.0,4,2,7.925,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
69,3,26.0,2,0,8.6625,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
70,2,32.0,0,0,10.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
71,3,16.0,5,2,46.9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
72,2,21.0,0,0,73.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
73,3,26.0,1,0,14.4542,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74,3,32.0,0,0,56.4958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
75,3,25.0,0,0,7.65,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
76,3,28.724890829694324,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
77,3,28.724890829694324,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
78,2,0.83,0,2,29.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
79,3,30.0,0,0,12.475,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
80,3,22.0,0,0,9.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
81,3,29.0,0,0,9.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
82,3,16.1231884057971,0,0,7.7875,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
83,1,28.0,0,0,47.1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
84,2,17.0,0,0,10.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
85,3,33.0,3,0,15.85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
86,3,16.0,1,3,34.375,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
87,3,28.724890829694324,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
88,1,23.0,3,2,263.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
89,3,24.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90,3,29.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
91,3,20.0,0,0,7.8542,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
92,1,46.0,1,0,61.175,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
93,3,26.0,1,2,20.575,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
94,3,59.0,0,0,7.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
95,3,28.724890829694324,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
96,1,71.0,0,0,34.6542,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,1,23.0,0,1,63.3583,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,2,34.0,0,1,23.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
99,2,34.0,1,0,26.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
100,3,28.0,0,0,7.8958,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
101,3,28.724890829694324,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
102,1,21.0,0,1,77.2875,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
103,3,33.0,0,0,8.6542,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
104,3,37.0,2,0,7.925,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
105,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
106,3,21.0,0,0,7.65,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
107,3,28.724890829694324,0,0,7.775,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
108,3,38.0,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
109,3,16.1231884057971,1,0,24.15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
110,1,47.0,0,0,52.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
111,3,14.5,1,0,14.4542,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,3,22.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
113,3,20.0,1,0,9.825,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
114,3,17.0,0,0,14.4583,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
115,3,21.0,0,0,7.925,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
116,3,70.5,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
117,2,29.0,1,0,21.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
118,1,24.0,0,1,247.5208,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
119,3,2.0,4,2,31.275,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
120,2,21.0,2,0,73.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
121,3,28.724890829694324,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
122,2,32.5,1,0,30.0708,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,2,32.5,0,0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
124,1,54.0,0,1,77.2875,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
125,3,12.0,1,0,11.2417,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
126,3,28.724890829694324,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
127,3,24.0,0,0,7.1417,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
128,3,16.1231884057971,1,1,22.3583,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
129,3,45.0,0,0,6.975,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
130,3,33.0,0,0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,3,20.0,0,0,7.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
132,3,47.0,1,0,14.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
133,2,29.0,1,0,26.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
134,2,25.0,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
135,2,23.0,0,0,15.0458,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
136,1,19.0,0,2,26.2833,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
137,1,37.0,1,0,53.1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
138,3,16.0,0,0,9.2167,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
139,1,24.0,0,0,79.2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,3,33.515151515151516,0,2,15.2458,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
141,3,22.0,0,0,7.75,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
142,3,24.0,1,0,15.85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
143,3,19.0,0,0,6.75,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
144,2,18.0,0,0,11.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
145,2,19.0,1,1,36.75,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
146,3,27.0,0,0,7.7958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
147,3,9.0,2,2,34.375,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
148,2,36.5,0,2,26.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
149,2,42.0,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
150,2,51.0,0,0,12.525,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
151,1,22.0,1,0,66.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
152,3,55.5,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
153,3,40.5,0,2,14.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
154,3,28.724890829694324,0,0,7.3125,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
155,1,51.0,0,1,61.3792,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156,3,16.0,0,0,7.7333,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
157,3,30.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
158,3,28.724890829694324,0,0,8.6625,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
159,3,5.350833333333334,8,2,69.55,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
160,3,44.0,0,1,16.1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
161,2,40.0,0,0,15.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
162,3,26.0,0,0,7.775,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
163,3,17.0,0,0,8.6625,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
164,3,1.0,4,1,39.6875,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
165,3,9.0,0,2,20.525,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
166,1,40.88235294117647,0,1,55.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
167,3,45.0,1,4,27.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
168,1,41.58045977011494,0,0,25.925,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
169,3,28.0,0,0,56.4958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
170,1,61.0,0,0,33.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
171,3,4.0,4,1,29.125,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
172,3,1.0,1,1,11.1333,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
173,3,21.0,0,0,7.925,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
174,1,56.0,0,0,30.6958,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175,3,18.0,1,1,7.8542,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
176,3,5.350833333333334,3,1,25.4667,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
177,1,50.0,0,0,28.7125,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
178,2,30.0,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
179,3,36.0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
180,3,16.1231884057971,8,2,69.55,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
181,2,32.76829268292683,0,0,15.05,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
182,3,9.0,4,2,31.3875,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
183,2,1.0,2,1,39.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
184,3,4.0,0,2,22.025,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
185,1,41.58045977011494,0,0,50.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
186,3,33.515151515151516,1,0,15.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
187,1,45.0,0,0,26.55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
188,3,40.0,1,1,15.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
189,3,36.0,0,0,7.8958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
190,2,32.0,0,0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
191,2,19.0,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
192,3,19.0,1,0,7.8542,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
193,2,3.0,1,1,26.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
194,1,44.0,0,0,27.7208,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
195,1,58.0,0,0,146.5208,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
196,3,28.724890829694324,0,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
197,3,42.0,0,1,8.4042,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
198,3,16.1231884057971,0,0,7.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
199,2,24.0,0,0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
200,3,28.0,0,0,9.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
201,3,28.724890829694324,8,2,69.55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
202,3,34.0,0,0,6.4958,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
203,3,45.5,0,0,7.225,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
204,3,18.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
205,3,2.0,0,1,10.4625,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
206,3,32.0,1,0,15.85,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
207,3,26.0,0,0,18.7875,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208,3,16.0,0,0,7.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
209,1,40.0,0,0,31.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
210,3,24.0,0,0,7.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
211,2,35.0,0,0,21.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
212,3,22.0,0,0,7.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
213,2,30.0,0,0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
214,3,28.724890829694324,1,0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
215,1,31.0,1,0,113.275,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
216,3,27.0,0,0,7.925,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
217,2,42.0,1,0,27.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
218,1,32.0,0,0,76.2917,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
219,2,30.0,0,0,10.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
220,3,16.0,0,0,8.05,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
